[indx],Wine,Type,Variety,Cost,Review,Rating,Overall,Taste,Store,wineName,wineVintage,TypeClassifier,url
455,2010 San Pietro Lagrein,Red,Lagrein,$12.99,San Pietro Lagrein 2010 - Wines From Alto Adige Wine #4 (http://www.reversewinesnob.com/2012/08/san-pietro-lagrein-2010-wines-from-alto-adige.html),Recommended Buy,7.5,8.0,Other,San Pietro Lagrein,2010,http://www.reversewinesnob.com/2012/08/san-pietro-lagrein-2010-wines-from-alto-adige.html,Red
456,2010 Toscano Vineyards Artigiani Chianti,Red,Sangiovese,$12.99,Toscano Vineyards Artigiani Red Wines - Four Fine Italians (http://www.reversewinesnob.com/2013/06/toscano-vineyards-artigiani-red-wines.html),Recommended Buy,7.5,8.0,Other,Toscano Vineyards Artigiani Chianti,2010,http://www.reversewinesnob.com/2013/06/toscano-vineyards-artigiani-red-wines.html,Red
457,2010 Tramin Lagrein,Red,Lagrein,$13.99,Tramin Lagrein 2010 - Wines From Alto Adige Wine #9 (http://www.reversewinesnob.com/2012/12/tramin-lagrein-2010-wines-from-alto-adige.html),Recommended Buy,7.5,8.0,Other,Tramin Lagrein,2010,http://www.reversewinesnob.com/2012/12/tramin-lagrein-2010-wines-from-alto-adige.html,Red
458,2011 Arnaldo Caprai Grecante Grechetto dei Colli Martani,White,Grechetto,$13.99,Arnaldo Caprai Grecante Grechetto dei Colli Martani 2011 - An Intriguing Italian White (http://www.reversewinesnob.com/2013/01/arnaldo-caprai-grecante-grechetto-dei-colli-martani.html),Recommended Buy,7.5,8.0,Other,Arnaldo Caprai Grecante Grechetto dei Colli Martani,2011,http://www.reversewinesnob.com/2013/01/arnaldo-caprai-grecante-grechetto-dei-colli-martani.html,White
459, 2011 BenMarco Malbec,Red,Malbec,$12.99,BenMarco Malbec 2011 - A More Substantial Mendoza Malbec (http://www.reversewinesnob.com/2013/09/benmarco-malbec.html),Recommended Buy,7.5,8.0,Other,2011 BenMarco Malbec,,http://www.reversewinesnob.com/2013/09/benmarco-malbec.html,Red
460,2011 Butcherblock Cabernet Sauvignon,Red,Cabernet Sauvignon,$12.99,Butcherblock Cabernet Sauvignon 2011 - Meat Lovers Meet Your Match (http://www.reversewinesnob.com/2014/06/butcherblock-cabernet-sauvignon.html),Recommended Buy,7.5,8.0,Club W,Butcherblock Cabernet Sauvignon,2011,http://www.reversewinesnob.com/2014/06/butcherblock-cabernet-sauvignon.html,Red
461,"2011 Castelfeder ""15"" Pinot Grigio",White,Pinot Grigio,$13.99,Castelfeder 15 Pinot Grigio 2011 - Wines From Alto Adige Wine #5 (http://www.reversewinesnob.com/2012/09/castelfeder-15-pinot-grigio-2011-alto-adige.html),Recommended Buy,7.5,8.0,Other,"Castelfeder ""15"" Pinot Grigio",2011,http://www.reversewinesnob.com/2012/09/castelfeder-15-pinot-grigio-2011-alto-adige.html,White
462,2011 Cecchi Natio Chianti ,Red,Sangiovese,$13.99,Cecchi Natio Chianti 2011 - Tart and Tasty (http://www.reversewinesnob.com/2013/07/cecchi-natio-chianti.html),Recommended Buy,7.5,8.0,Other,Cecchi Natio Chianti ,2011,http://www.reversewinesnob.com/2013/07/cecchi-natio-chianti.html,Red
463,2011 Herdade do Esporao 4 Quatro Castas,Red,Blend,$13.99,Esporao 4 Quatro Castas 2011 - One-of-a-Kind (http://www.reversewinesnob.com/2013/12/esporao-4-quatro-castas.html),Recommended Buy,7.5,8.0,Other,Herdade do Esporao 4 Quatro Castas,2011,http://www.reversewinesnob.com/2013/12/esporao-4-quatro-castas.html,Red
464,2011 Mendoza Vineyards 1907 Malbec,Red,Malbec,$12.97,"Mendoza Vineyards 1907 Malbec 2011 - A Classic, Everyday Malbec (http://www.reversewinesnob.com/2014/04/mendoza-vineyards-1907-malbec.html)",Recommended Buy,7.5,8.0,Other,Mendoza Vineyards 1907 Malbec,2011,http://www.reversewinesnob.com/2014/04/mendoza-vineyards-1907-malbec.html,Red
465,2011 Montgras Quatro,Red,Blend,$12.99,Montgras Quatro 2011 - Quite Good! (http://www.reversewinesnob.com/2013/01/montgras-quatro-2011-quite-good.html),Recommended Buy,7.5,8.0,Other,Montgras Quatro,2011,http://www.reversewinesnob.com/2013/01/montgras-quatro-2011-quite-good.html,Red
466, 2011 Pazo Torrado Albarino,White,Albarino,$12.99,Albarino - Made For Summertime Sipping on the Patio (http://www.reversewinesnob.com/2013/05/albarino-made-for-summertime-sipping.html),Recommended Buy,7.5,8.0,Other,2011 Pazo Torrado Albarino,,http://www.reversewinesnob.com/2013/05/albarino-made-for-summertime-sipping.html,White
467,2011 Quinta De La Rosa douRosa Douro White Wine,White,Blend,$13.99,douRosa Douro White Wine 2011 - The Douro Delivers Much More Than Port (http://www.reversewinesnob.com/2012/12/quinta-de-la-rosa-dourosa-douro-white-wine-2011.html),Recommended Buy,7.5,8.0,Other,Quinta De La Rosa douRosa Douro White Wine,2011,http://www.reversewinesnob.com/2012/12/quinta-de-la-rosa-dourosa-douro-white-wine-2011.html,White
468,2011 Quinta Do Portal Colheita Tinto,Red,Blend,$12.99,Quinta Do Portal Colheita Tinto 2011 - A Killer Combo (http://www.reversewinesnob.com/2014/10/quinta-do-portal-colheita.html),Recommended Buy,7.5,8.0,Costco,Quinta Do Portal Colheita Tinto,2011,http://www.reversewinesnob.com/2014/10/quinta-do-portal-colheita.html,Red
469,2011 SantoWines Santorini Assyrtiko,White,Assyrtiko,$13.59,SantoWines Santorini Assyrtiko 2011 - The Antithesis Of A Boring White (http://www.reversewinesnob.com/2013/09/santowines-santorini-assyrtiko.html),Recommended Buy,7.5,8.0,Other,SantoWines Santorini Assyrtiko,2011,http://www.reversewinesnob.com/2013/09/santowines-santorini-assyrtiko.html,White
470,2011 The Lucky Country Rosé,Rosé,Grenache,$13.99,The Lucky Country Rosé 2011 - Wanna Get Lucky? (http://www.reversewinesnob.com/2012/07/lucky-country-rose-2011-wanna-get-lucky.html),Recommended Buy,7.5,8.0,Other,The Lucky Country Rosé,2011,http://www.reversewinesnob.com/2012/07/lucky-country-rose-2011-wanna-get-lucky.html,Rosé
471,2012 Chateau de Clapier Rosé,Rosé,Blend,$12.99,Spend Thanksgiving In The Pink - Rosé Wine For Your Holiday Feasts (http://www.reversewinesnob.com/2013/11/spend-thanksgiving-in-the-pink-with-rose-wine.html),Recommended Buy,7.5,8.0,Other,Chateau de Clapier Rosé,2012,http://www.reversewinesnob.com/2013/11/spend-thanksgiving-in-the-pink-with-rose-wine.html,Rosé
472,2012 Chateau De Sours Bordeaux Rosé,Rosé,Blend,$13.99,Chateau De Sours Rosé 2012 - A Beauty From Bordeaux (http://www.reversewinesnob.com/2013/12/chateau-de-sours-bordeaux-rose.html),Recommended Buy,7.5,8.0,Other,Chateau De Sours Bordeaux Rosé,2012,http://www.reversewinesnob.com/2013/12/chateau-de-sours-bordeaux-rose.html,Rosé
473,2012 Kirkland Signature Rutherford Napa Valley Meritage,Red,Meritage,$13.99,Kirkland Signature Rutherford Napa Valley Meritage 2012 - Revisiting An Old Friend (http://www.reversewinesnob.com/2014/04/kirkland-signature-rutherford-napa-valley-meritage.html),Recommended Buy,7.5,8.0,Costco,Kirkland Signature Rutherford Napa Valley Meritage,2012,http://www.reversewinesnob.com/2014/04/kirkland-signature-rutherford-napa-valley-meritage.html,Red
474,2012 Lestonnat Bordeaux Superieur,Red,Blend,$13.99,Lestonnat Bordeaux Superieur 2012 - Bargain Bordeaux (http://www.reversewinesnob.com/2014/09/lestonnat-bordeaux-superieur.html),Recommended Buy,7.5,8.0,Naked Wines,Lestonnat Bordeaux Superieur,2012,http://www.reversewinesnob.com/2014/09/lestonnat-bordeaux-superieur.html,Red
475,2012 Misfits Wine Co. Cycle Buff Beauty Shiraz,Red,Shiraz,$12.99,"Cycle Buff Beauty Shiraz 2012 - Ripe, Juicy, Smooth and Silky (http://www.reversewinesnob.com/2014/09/cycle-buff-beauty-shiraz.html)",Recommended Buy,7.5,8.0,Other,Misfits Wine Co. Cycle Buff Beauty Shiraz,2012,http://www.reversewinesnob.com/2014/09/cycle-buff-beauty-shiraz.html,Red
476,2012 Protea White,White,Chenin Blanc,$13.99,Protea Red and White Wines - Much More Than a Pretty Face (http://www.reversewinesnob.com/2013/07/protea-red-and-white-wines.html),Recommended Buy,7.5,8.0,Other,Protea White,2012,http://www.reversewinesnob.com/2013/07/protea-red-and-white-wines.html,White
477,2012 Trader Joe's Grand Reserve Lot #36 Rutherford Petit Verdot,Red,Petit Verdot,$14.99,Trader Joe's Grand Reserve Lot 36 Petit Verdot 2012 - A Captivating Find (http://www.reversewinesnob.com/2014/12/trader-joes-grand-reserve-lot-36-petit-verdot.html),Recommended Buy,7.5,8.0,Trader Joe's,Trader Joe's Grand Reserve Lot #36 Rutherford Petit Verdot,2012,http://www.reversewinesnob.com/2014/12/trader-joes-grand-reserve-lot-36-petit-verdot.html,Red
478,2013 Bodega Sottano Classico Cabernet Sauvignon,Red,Cabernet Sauvignon,$13.99,"Bodega Sottano Classico Cabernet Sauvignon 2013 - Ripe, Tart and Smoky (http://www.reversewinesnob.com/2014/11/bodega-sottano-classico-cabernet-sauvignon.html)",Recommended Buy,7.5,8.0,Other,Bodega Sottano Classico Cabernet Sauvignon,2013,http://www.reversewinesnob.com/2014/11/bodega-sottano-classico-cabernet-sauvignon.html,Red
479,2013 Box O' Birds Sauvignon Blanc,White,Sauvignon Blanc,$12.99,Box O' Birds Sauvignon Blanc 2013 - Pure New Zealand (http://www.reversewinesnob.com/2014/07/box-o-birds-sauvignon-blanc.html),Recommended Buy,7.5,8.0,Other,Box O' Birds Sauvignon Blanc,2013,http://www.reversewinesnob.com/2014/07/box-o-birds-sauvignon-blanc.html,White
480,2013 Brethren of the Road Syrah,Red,Syrah,$12.99,Club W Wine Club Review: Brethren of the Road Syrah 2013 - Join the Cult of Tasty Wine (http://www.reversewinesnob.com/2014/09/brethren-of-road-syrah.html),Recommended Buy,7.5,8.0,Club W,Brethren of the Road Syrah,2013,http://www.reversewinesnob.com/2014/09/brethren-of-road-syrah.html,Red
481,2013 Costa Pietra Nero d'Avola,Red,Nero d'Avola,$12.99,Costa Pietra Nero d'Avola 2013 - A Little Slice of Sicily (http://www.reversewinesnob.com/2014/12/costa-pietra-nero-davola.html),Recommended Buy,7.5,8.0,Club W,Costa Pietra Nero d'Avola,2013,http://www.reversewinesnob.com/2014/12/costa-pietra-nero-davola.html,Red
482,Bonny Doon Vineyard Clos de Gilroy Central Coast Grenache,Red,Blend,$14.99,http://www.reversewinesnob.com/2011/12/bonny-doon-clos-de-gilroy-grenache-make.html,Recommended Buy,7.5,8.0,Other,Doon Vineyard Clos de Gilroy Central Coast Grenache,Bonny,http://www.reversewinesnob.com/2011/12/bonny-doon-clos-de-gilroy-grenache-make.html,Red
483,La Face Cachée De La Pomme Neige Bubble Sparkling Apple Wine,Cider Wine,Cider Wine,$11.99,Neige Bubble Sparkling Apple Wine - A Refreshing Change of Pace For Fall (http://www.reversewinesnob.com/2013/10/neige-bubble-sparkling-apple-wine.html),Recommended Buy,7.5,8.0,Other,Face Cachée De La Pomme Neige Bubble Sparkling Apple Wine,La,http://www.reversewinesnob.com/2013/10/neige-bubble-sparkling-apple-wine.html,Cider Wine
484,Lucien Albrecht Crémant d'Alsace Brut Rosé,Sparkling,Pinot Noir,$13.99,http://www.reversewinesnob.com/2011/11/lucien-albrecht-cremant-dalsace-brut.html,Recommended Buy,7.5,8.0,Other,Albrecht Crémant d'Alsace Brut Rosé,Lucien,http://www.reversewinesnob.com/2011/11/lucien-albrecht-cremant-dalsace-brut.html,Sparkling
485,Mumm Napa Brut Prestige,Sparkling,Blend,$13.99,Mumm Napa Brut Prestige - Classic Classy Bubbles (http://www.reversewinesnob.com/2014/01/mumm-napa-brut-prestige.html),Recommended Buy,7.5,8.0,Other,Napa Brut Prestige,Mumm,http://www.reversewinesnob.com/2014/01/mumm-napa-brut-prestige.html,Sparkling
486,Tess Red And White Blend,Red,Blend,$12.99,Tess Red And White Blend - Who Spiked The Fruit Punch? (http://www.reversewinesnob.com/2014/10/tess-red-and-white-blend.html),Recommended Buy,7.5,8.0,Other,Red And White Blend,Tess,http://www.reversewinesnob.com/2014/10/tess-red-and-white-blend.html,Red
487,Vovetti Prosecco,Sparkling,Prosecco,$12.99,Vovetti Prosecco - A Popular Italian Sparkler (http://www.reversewinesnob.com/2012/12/vovetti-prosecco-popular-italian-sparkler.html),Recommended Buy,7.5,8.0,Other,Prosecco,Vovetti,http://www.reversewinesnob.com/2012/12/vovetti-prosecco-popular-italian-sparkler.html,Sparkling
488,2007 Albret French Oak,Red,Blend,$7.99,http://www.reversewinesnob.com/2011/07/2007-albret-french-oak.html,Recommended Buy,7.5,7.0,Other,Albret French Oak,2007,http://www.reversewinesnob.com/2011/07/2007-albret-french-oak.html,Red
489,2007 Lagaria Syrah-Nero d'Avola Sicilia IGT,Red,Blend,$7.99,Lagaria Syrah-Nero d'Avola Sicilia IGT 2007 - A Pizza Prerequisite (http://www.reversewinesnob.com/2012/08/lagaria-syrah-nero-davola-sicilia-igt.html),Recommended Buy,7.5,7.0,Other,Lagaria Syrah-Nero d'Avola Sicilia IGT,2007,http://www.reversewinesnob.com/2012/08/lagaria-syrah-nero-davola-sicilia-igt.html,Red
490,2008 CalNaturale French Camp Vineyard Paso Robles Organic Cabernet Sauvignon,Red,Cabernet Sauvignon,$8.99,A Perfect Match For Your Summer BBQ (http://www.reversewinesnob.com/2012/04/calnaturale-french-camp-vineyard.html),Recommended Buy,7.5,7.0,Other,CalNaturale French Camp Vineyard Paso Robles Organic Cabernet Sauvignon,2008,http://www.reversewinesnob.com/2012/04/calnaturale-french-camp-vineyard.html,Red
491,2008 Chateau Buisson Redon Bordeaux Rouge,Red,Blend,$7.99,Budget Bordeaux (http://www.reversewinesnob.com/2012/05/budget-bordeaux.html),Recommended Buy,7.5,7.0,Other,Chateau Buisson Redon Bordeaux Rouge,2008,http://www.reversewinesnob.com/2012/05/budget-bordeaux.html,Red
492,2008 Wyndham Estate Bin 555 Shiraz,Red,Shiraz,$7.99,"Wyndham Estate Bin 555 Shiraz 2008 - Fruit, Fruit and More Fruit (http://www.reversewinesnob.com/2012/06/wyndham-estate-bin-555-shiraz-2008.html)",Recommended Buy,7.5,7.0,Other,Wyndham Estate Bin 555 Shiraz,2008,http://www.reversewinesnob.com/2012/06/wyndham-estate-bin-555-shiraz-2008.html,Red
493,2009 Apothic Red Winemaker's Blend,Red,Blend,$7.99,http://www.reversewinesnob.com/2011/09/2009-apothic-red-winemakers-blend-whole.html,Recommended Buy,7.5,7.0,Costco,Apothic Red Winemaker's Blend,2009,http://www.reversewinesnob.com/2011/09/2009-apothic-red-winemakers-blend-whole.html,Red
494,2009 Douglas Green Vineyard Creations Shiraz,Red,Shiraz,$7.99,http://www.reversewinesnob.com/2011/11/douglas-green-vineyard-creations-shiraz.html,Recommended Buy,7.5,7.0,Other,Douglas Green Vineyard Creations Shiraz,2009,http://www.reversewinesnob.com/2011/11/douglas-green-vineyard-creations-shiraz.html,Red
495,2009 Famiglia Meschini Premium Malbec,Red,Malbec,$7.99,http://www.reversewinesnob.com/2011/11/famiglia-meschini-premium-malbec-2009.html,Recommended Buy,7.5,7.0,Other,Famiglia Meschini Premium Malbec,2009,http://www.reversewinesnob.com/2011/11/famiglia-meschini-premium-malbec-2009.html,Red
496,2009 Folie à Deux Ménage à Trois Red,Red,Blend,$7.49,http://goo.gl/KD87p,Recommended Buy,7.5,7.0,Costco,Folie à Deux Ménage à Trois Red,2009,http://goo.gl/KD87p,Red
497,2009 Francis Ford Coppola Chardonnay,White,Chardonnay,$7.99,http://www.reversewinesnob.com/2011/10/2009-francis-ford-coppola-chardonnay.html,Recommended Buy,7.5,7.0,Other,Francis Ford Coppola Chardonnay,2009,http://www.reversewinesnob.com/2011/10/2009-francis-ford-coppola-chardonnay.html,White
498,2009 Francis Ford Coppola Rosso,Red,Blend,$7.99,http://www.reversewinesnob.com/2011/10/2009-francis-ford-coppola-rosso-offer.html,Recommended Buy,7.5,7.0,Trader Joe's,Francis Ford Coppola Rosso,2009,http://www.reversewinesnob.com/2011/10/2009-francis-ford-coppola-rosso-offer.html,Red
499,2009 Franschhoek Cellars The Stonewalker Cabernet Sauvignon,Red,Cabernet Sauvignon,$6.99,Franschhoek Cellars The Stonewalker Cabernet Sauvignon 2009 - A Fruity Good Time (http://www.reversewinesnob.com/2012/06/franschhoek-cellars-stonewalker.html),Recommended Buy,7.5,7.0,Other,Franschhoek Cellars The Stonewalker Cabernet Sauvignon,2009,http://www.reversewinesnob.com/2012/06/franschhoek-cellars-stonewalker.html,Red
500,2009 Fratelli Barba Colle Marino Montepulciano d'Abruzzo,Red,Montepulciano,$7.99,"Fratelli Barba Colle Marino Montepulciano d'Abruzzo 2009 - Soft, Smooth and Savory (http://www.reversewinesnob.com/2012/09/barba-colle-marino-montepulciano-dabruzzo.html)",Recommended Buy,7.5,7.0,Other,Fratelli Barba Colle Marino Montepulciano d'Abruzzo,2009,http://www.reversewinesnob.com/2012/09/barba-colle-marino-montepulciano-dabruzzo.html,Red
501, 2009 Jacob's Creek Reserve Coonawarra Cabernet Sauvignon,Red,Cabernet Sauvignon,$6.99,Jacob's Creek Reserve Coonawarra Cabernet Sauvignon 2009 - A Solid Cab Without The High Price Tag (http://www.reversewinesnob.com/2012/10/jacobs-creek-reserve-coonawarra-cabernet-sauvignon.html),Recommended Buy,7.5,7.0,Other,2009 Jacob's Creek Reserve Coonawarra Cabernet Sauvignon,,http://www.reversewinesnob.com/2012/10/jacobs-creek-reserve-coonawarra-cabernet-sauvignon.html,Red
502,2009 Jacob's Creek Reserve Pinot Noir,Red,Pinot Noir,$7.99,Jacob's Creek Reserve Pinot Noir 2009 - Bona Fide (http://www.reversewinesnob.com/2012/04/jacobs-creek-reserve-pinot-noir-2009.html),Recommended Buy,7.5,7.0,Other,Jacob's Creek Reserve Pinot Noir,2009,http://www.reversewinesnob.com/2012/04/jacobs-creek-reserve-pinot-noir-2009.html,Red
503,2009 McWilliam's Hanwood Estate Shiraz,Red,Shiraz,$7.99,"You Say Shiraz, I Say Syrah (http://www.reversewinesnob.com/2012/04/mcwilliams-hanwood-estate-shiraz-2009.html)",Recommended Buy,7.5,7.0,Other,McWilliam's Hanwood Estate Shiraz,2009,http://www.reversewinesnob.com/2012/04/mcwilliams-hanwood-estate-shiraz-2009.html,Red
504,2009 Meinhard Forstreiter Zvy-Gelt Zweigelt,Red,Zweigelt,$7.99,Meinhard Forstreiter Zvy-Gelt Zweigelt 2009 - Awesome Austrians Wine #5 (http://www.reversewinesnob.com/2012/12/meinhard-forstreiter-zvy-gelt-zweigelt.html),Recommended Buy,7.5,7.0,Other,Meinhard Forstreiter Zvy-Gelt Zweigelt,2009,http://www.reversewinesnob.com/2012/12/meinhard-forstreiter-zvy-gelt-zweigelt.html,Red
505,2009 Mirassou Cabernet Sauvignon,Red,Cabernet Sauvignon,$6.99,http://www.reversewinesnob.com/2012/03/mirassou-cabernet-sauvignon-2009-loads.html,Recommended Buy,7.5,7.0,Other,Mirassou Cabernet Sauvignon,2009,http://www.reversewinesnob.com/2012/03/mirassou-cabernet-sauvignon-2009-loads.html,Red
506,2009 Robert Mondavi Private Selection Meritage ,Red,Blend,$7.99,http://www.reversewinesnob.com/2011/07/2009-robert-mondavi-meritage-private.html,Recommended Buy,7.5,7.0,Other,Robert Mondavi Private Selection Meritage ,2009,http://www.reversewinesnob.com/2011/07/2009-robert-mondavi-meritage-private.html,Red
507,2009 Terrazas de Los Andes Malbec Reserva,Red,Malbec,$8.99,http://www.reversewinesnob.com/2011/11/terrazas-de-los-andes-malbec-reserva.html,Recommended Buy,7.5,7.0,Other,Terrazas de Los Andes Malbec Reserva,2009,http://www.reversewinesnob.com/2011/11/terrazas-de-los-andes-malbec-reserva.html,Red
508,2009 VINI Cabernet Sauvignon,Red,Cabernet Sauvignon,$7.99,VINI Wines - Bulgaria Brings It (http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html),Recommended Buy,7.5,7.0,Other,VINI Cabernet Sauvignon,2009,http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html,Red
509,2009 VINI Merlot,Red,Merlot,$7.99,VINI Wines - Bulgaria Brings It (http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html),Recommended Buy,7.5,7.0,Other,VINI Merlot,2009,http://www.reversewinesnob.com/2013/08/vini-wines-bulgaria-brings-it.html,Red
510,2009 Woodbridge Cabernet/Merlot by Robert Mondavi,Red,Blend,$6.99,http://www.reversewinesnob.com/2011/09/2009-woodbridge-cabernetmerlot-by.html,Recommended Buy,7.5,7.0,Other,Woodbridge Cabernet/Merlot by Robert Mondavi,2009,http://www.reversewinesnob.com/2011/09/2009-woodbridge-cabernetmerlot-by.html,Red
511,2010 Alamos Malbec,Red,Malbec,$7.49,http://www.reversewinesnob.com/2011/11/alamos-malbec-2010-malbec-mania-search.html,Recommended Buy,7.5,7.0,Costco,Alamos Malbec,2010,http://www.reversewinesnob.com/2011/11/alamos-malbec-2010-malbec-mania-search.html,Red
512,2010 Banfi Chianti Superiore,Red,Chianti,$7.99,Banfi Chianti Superiore 2010 - One Terrific Tuscan (http://www.reversewinesnob.com/2012/11/banfi-chianti-superiore-2010-one-terrific-tuscan.html),Recommended Buy,7.5,7.0,Other,Banfi Chianti Superiore,2010,http://www.reversewinesnob.com/2012/11/banfi-chianti-superiore-2010-one-terrific-tuscan.html,Red
513,2010 Barons de Rothschild (Lafite) Los Vascos Sauvignon Blanc,White,Sauvignon Blanc,$7.99,http://www.reversewinesnob.com/2011/08/2010-los-vascos-sauvignon-blanc-barons.html,Recommended Buy,7.5,7.0,Other,Barons de Rothschild (Lafite) Los Vascos Sauvignon Blanc,2010,http://www.reversewinesnob.com/2011/08/2010-los-vascos-sauvignon-blanc-barons.html,White
514,2010 Bodegas El Coto Rioja Rosado,Rosé,Blend,$7.99,http://www.reversewinesnob.com/2011/11/bodegas-el-coto-rioja-rosado-2010.html,Recommended Buy,7.5,7.0,Other,Bodegas El Coto Rioja Rosado,2010,http://www.reversewinesnob.com/2011/11/bodegas-el-coto-rioja-rosado-2010.html,Rosé
515,2010 Cline Cellars Oakley 82 Red,Red,Blend,$7.99,Cline Cellars Oakley 82 Red and White Wines - Jacks Of All Trades (http://www.reversewinesnob.com/2013/08/cline-cellars-oakley-82-red-and-white.html),Recommended Buy,7.5,7.0,Other,Cline Cellars Oakley 82 Red,2010,http://www.reversewinesnob.com/2013/08/cline-cellars-oakley-82-red-and-white.html,Red
516,2010 Cline Cellars Sonoma County Syrah,Red,Syrah,$7.99,Cline Sonoma County Syrah 2010 - Brings the Fruit... (http://www.reversewinesnob.com/2013/11/cline-sonoma-county-syrah.html),Recommended Buy,7.5,7.0,Other,Cline Cellars Sonoma County Syrah,2010,http://www.reversewinesnob.com/2013/11/cline-sonoma-county-syrah.html,Red
517,2010 Douglas Green The Beach House,White,Blend,$8.99,http://www.reversewinesnob.com/2011/07/2010-douglas-green-beach-house.html,Recommended Buy,7.5,7.0,Other,Douglas Green The Beach House,2010,http://www.reversewinesnob.com/2011/07/2010-douglas-green-beach-house.html,White
518,2010 Douglas Green The Beach House Red,Red,Blend,$7.99,A Savory and Spicy Summer Sipper (http://www.reversewinesnob.com/2012/03/douglas-green-beach-house-red-2010.html),Recommended Buy,7.5,7.0,Other,Douglas Green The Beach House Red,2010,http://www.reversewinesnob.com/2012/03/douglas-green-beach-house-red-2010.html,Red
519,2010 Douglas Green Vineyard Creations Chenin Blanc,White,Chenin Blanc,$6.99,http://www.reversewinesnob.com/2011/09/2010-douglas-green-steen-chenin-blanc.html,Recommended Buy,7.5,7.0,Other,Douglas Green Vineyard Creations Chenin Blanc,2010,http://www.reversewinesnob.com/2011/09/2010-douglas-green-steen-chenin-blanc.html,White
520,2010 Excelsior Cabernet Sauvignon,Red,Cabernet Sauvignon,$6.99,Excelsior Cabernet Sauvignon 2010 - Thoroughly Enjoyable (http://www.reversewinesnob.com/2012/06/excelsior-cabernet-sauvignon-2010.html),Recommended Buy,7.5,7.0,Costco,Excelsior Cabernet Sauvignon,2010,http://www.reversewinesnob.com/2012/06/excelsior-cabernet-sauvignon-2010.html,Red
521,2010 Famiglia Meschini Sparkling Torrontés,White,Torrontés,$7.99,http://www.reversewinesnob.com/2011/09/2010-famiglia-meschini-sparkling.html,Recommended Buy,7.5,7.0,Other,Famiglia Meschini Sparkling Torrontés,2010,http://www.reversewinesnob.com/2011/09/2010-famiglia-meschini-sparkling.html,White
522,2010 Familia Zuccardi Santa Julia+ Torrontés,White,Torrontés,$8.99,http://www.reversewinesnob.com/2011/09/2010-santa-julia-torrontes-familia.html,Recommended Buy,7.5,7.0,Other,Familia Zuccardi Santa Julia+ Torrontés,2010,http://www.reversewinesnob.com/2011/09/2010-santa-julia-torrontes-familia.html,White
523,2010 Jacob's Creek Reserve Barossa Dry Riesling,White,Riesling,$7.99,Jacob's Creek Reserve Barossa Dry Riesling 2010 - Loads of Luscious Lemon and Lime (http://www.reversewinesnob.com/2013/01/jacobs-creek-reserve-barossa-dry-riesling.html),Recommended Buy,7.5,7.0,Other,Jacob's Creek Reserve Barossa Dry Riesling,2010,http://www.reversewinesnob.com/2013/01/jacobs-creek-reserve-barossa-dry-riesling.html,White
524,2010 J. Portugal Ramos Loios Vinho Branco,White,Blend,$7.99,Fresh and Fruity (http://www.reversewinesnob.com/2012/05/loios-vinho-branco-white-wine-2010-from.html),Recommended Buy,7.5,7.0,Other,J. Portugal Ramos Loios Vinho Branco,2010,http://www.reversewinesnob.com/2012/05/loios-vinho-branco-white-wine-2010-from.html,White
525,2010 J. Portugal Ramos Loios Vinho Tinto,Red,Blend,$7.99,"Loios Vinho Tinto (Red Wine) 2010 from J Portugal Ramos - Fruit, Fruit and More Fruit (http://www.reversewinesnob.com/2012/05/loios-vinho-tinto-red-wine-2010-from-j.html)",Recommended Buy,7.5,7.0,Other,J. Portugal Ramos Loios Vinho Tinto,2010,http://www.reversewinesnob.com/2012/05/loios-vinho-tinto-red-wine-2010-from-j.html,Red
526,2010 Kirkland Signature Bordeaux Superieur,Red,Blend,$6.99,Kirkland Signature Bordeaux Superieur 2010 - A Bordeaux Bargain From Costco (http://www.reversewinesnob.com/2012/11/kirkland-signature-bordeaux-superieur.html),Recommended Buy,7.5,7.0,Costco,Kirkland Signature Bordeaux Superieur,2010,http://www.reversewinesnob.com/2012/11/kirkland-signature-bordeaux-superieur.html,Red
527,2010 le jaja de jau Sauvignon Blanc,White,Sauvignon Blanc,$7.99,http://www.reversewinesnob.com/2011/09/2010-le-jaja-de-jau-sauvignon-blanc-ooh.html,Recommended Buy,7.5,7.0,Other,le jaja de jau Sauvignon Blanc,2010,http://www.reversewinesnob.com/2011/09/2010-le-jaja-de-jau-sauvignon-blanc-ooh.html,White
528,2010 Le Jaja de Jau Syrah Rouge,Red,Syrah,$7.99,http://www.reversewinesnob.com/2012/01/le-jaja-de-jau-syrah-rouge-2010-cest.html,Recommended Buy,7.5,7.0,Other,Le Jaja de Jau Syrah Rouge,2010,http://www.reversewinesnob.com/2012/01/le-jaja-de-jau-syrah-rouge-2010-cest.html,Red
529,2010 Line 39 North Coast Petite Sirah,Red,Petite Sirah,$6.99,Line 39 North Coast Petite Sirah 2010 - A Party Essential (http://www.reversewinesnob.com/2012/07/line-39-north-coast-petite-sirah-2010.html),Recommended Buy,7.5,7.0,Other,Line 39 North Coast Petite Sirah,2010,http://www.reversewinesnob.com/2012/07/line-39-north-coast-petite-sirah-2010.html,Red
